realSum,room_type,person_capacity,host_is_superhost,guest_satisfaction_overall,bedrooms,day_type,rating_category
194.03,Private room,2,0,93,1,weekdays,Very Satisfied
344.25,Private room,4,0,85,1,weekdays,Very Satisfied
264.1,Private room,2,0,87,1,weekdays,Very Satisfied
433.53,Private room,4,0,90,2,weekdays,Very Satisfied
485.55,Private room,2,1,98,1,weekdays,Very Satisfied
552.81,Private room,3,0,100,2,weekdays,Very Satisfied
215.12,Private room,2,0,94,1,weekdays,Very Satisfied
1001.8,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
276.52,Private room,2,0,88,1,weekdays,Very Satisfied
909.47,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
319.64,Private room,2,1,97,1,weekdays,Very Satisfied
675.6,Entire home/apt,4,0,87,1,weekdays,Very Satisfied
552.81,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
209.03,Private room,2,0,96,1,weekdays,Very Satisfied
368.85,Private room,2,1,98,1,weekdays,Very Satisfied
368.85,Private room,2,0,90,1,weekdays,Very Satisfied
337.92,Private room,2,1,97,1,weekdays,Very Satisfied
313.55,Private room,2,1,96,1,weekdays,Very Satisfied
447.59,Entire home/apt,2,0,93,1,weekdays,Very Satisfied
243.25,Private room,2,1,96,1,weekdays,Very Satisfied
933.85,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
251.92,Private room,2,0,97,1,weekdays,Very Satisfied
377.29,Private room,2,0,98,1,weekdays,Very Satisfied
245.59,Private room,2,1,96,1,weekdays,Very Satisfied
217.7,Private room,2,0,93,1,weekdays,Very Satisfied
295.03,Private room,2,0,95,1,weekdays,Very Satisfied
295.03,Private room,2,0,94,1,weekdays,Very Satisfied
1032.97,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
270.43,Private room,4,1,98,1,weekdays,Very Satisfied
524.69,Entire home/apt,2,0,89,1,weekdays,Very Satisfied
599.68,Entire home/apt,4,0,94,3,weekdays,Very Satisfied
516.02,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
602.25,Entire home/apt,3,0,100,2,weekdays,Very Satisfied
504.07,Entire home/apt,4,0,94,2,weekdays,Very Satisfied
1609.92,Entire home/apt,6,0,96,3,weekdays,Very Satisfied
310.97,Entire home/apt,2,0,94,0,weekdays,Very Satisfied
202.7,Private room,2,0,94,1,weekdays,Very Satisfied
796.29,Entire home/apt,4,0,94,2,weekdays,Very Satisfied
504.07,Private room,2,0,96,1,weekdays,Very Satisfied
319.64,Private room,2,0,95,1,weekdays,Very Satisfied
614.44,Private room,4,0,96,1,weekdays,Very Satisfied
467.04,Private room,3,0,94,1,weekdays,Very Satisfied
716.38,Entire home/apt,5,1,96,2,weekdays,Very Satisfied
350.1,Private room,2,0,91,0,weekdays,Very Satisfied
319.64,Private room,2,0,97,1,weekdays,Very Satisfied
467.04,Private room,3,0,96,1,weekdays,Very Satisfied
983.29,Entire home/apt,3,1,100,2,weekdays,Very Satisfied
298.78,Private room,2,1,94,0,weekdays,Very Satisfied
196.61,Private room,4,0,94,1,weekdays,Very Satisfied
430.25,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
319.64,Private room,2,0,95,1,weekdays,Very Satisfied
405.64,Private room,4,1,98,1,weekdays,Very Satisfied
334.17,Private room,2,1,97,1,weekdays,Very Satisfied
491.88,Private room,2,0,98,1,weekdays,Very Satisfied
319.64,Private room,2,0,95,1,weekdays,Very Satisfied
780.35,Private room,4,0,100,5,weekdays,Very Satisfied
355.03,Entire home/apt,2,0,90,1,weekdays,Very Satisfied
1044.69,Entire home/apt,4,0,98,2,weekdays,Very Satisfied
847.84,Entire home/apt,4,0,98,3,weekdays,Very Satisfied
373.77,Private room,2,1,98,1,weekdays,Very Satisfied
613.27,Entire home/apt,4,0,84,1,weekdays,Very Satisfied
238.32,Private room,2,1,98,1,weekdays,Very Satisfied
430.25,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
348.0,Entire home/apt,3,0,77,2,weekdays,Satisfied
330.42,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
1179.67,Entire home/apt,4,1,99,2,weekdays,Very Satisfied
259.18,Private room,2,1,98,1,weekdays,Very Satisfied
277.93,Private room,2,1,97,1,weekdays,Very Satisfied
467.04,Entire home/apt,3,0,96,2,weekdays,Very Satisfied
583.74,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
374.94,Private room,4,0,88,1,weekdays,Very Satisfied
372.37,Private room,2,0,97,1,weekdays,Very Satisfied
479.23,Shared room,2,1,96,1,weekdays,Very Satisfied
454.85,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
206.45,Private room,2,0,95,1,weekdays,Very Satisfied
497.74,Private room,2,0,95,1,weekdays,Very Satisfied
399.55,Entire home/apt,2,1,97,1,weekdays,Very Satisfied
761.84,Private room,4,0,93,2,weekdays,Very Satisfied
317.06,Private room,2,0,90,1,weekdays,Very Satisfied
319.41,Private room,2,0,96,1,weekdays,Very Satisfied
209.03,Private room,2,1,97,1,weekdays,Very Satisfied
209.03,Private room,2,1,98,1,weekdays,Very Satisfied
640.45,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
209.03,Private room,2,1,98,1,weekdays,Very Satisfied
934.08,Private room,4,1,96,1,weekdays,Very Satisfied
210.2,Private room,2,0,88,1,weekdays,Very Satisfied
221.22,Private room,2,0,94,1,weekdays,Very Satisfied
441.26,Private room,2,0,91,1,weekdays,Very Satisfied
325.5,Private room,2,0,80,1,weekdays,Satisfied
792.77,Entire home/apt,4,0,97,2,weekdays,Very Satisfied
213.95,Private room,2,1,93,1,weekdays,Very Satisfied
1557.19,Entire home/apt,4,1,98,2,weekdays,Very Satisfied
317.06,Private room,2,1,99,1,weekdays,Very Satisfied
319.64,Entire home/apt,2,1,95,1,weekdays,Very Satisfied
1044.69,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
310.97,Entire home/apt,2,0,94,1,weekdays,Very Satisfied
295.03,Entire home/apt,2,0,92,1,weekdays,Very Satisfied
344.25,Entire home/apt,2,0,82,0,weekdays,Very Satisfied
539.22,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
460.95,Private room,2,1,98,1,weekdays,Very Satisfied
1376.51,Entire home/apt,4,1,93,2,weekdays,Very Satisfied
415.49,Entire home/apt,4,1,98,1,weekdays,Very Satisfied
215.12,Private room,2,1,95,1,weekdays,Very Satisfied
393.46,Private room,2,1,97,1,weekdays,Very Satisfied
232.23,Private room,2,0,97,0,weekdays,Very Satisfied
774.26,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
291.05,Private room,2,0,90,1,weekdays,Very Satisfied
604.6,Entire home/apt,4,1,95,1,weekdays,Very Satisfied
467.04,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
744.5,Entire home/apt,2,0,92,0,weekdays,Very Satisfied
250.74,Private room,2,1,94,1,weekdays,Very Satisfied
544.14,Private room,4,1,97,2,weekdays,Very Satisfied
424.16,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
675.6,Entire home/apt,2,1,97,1,weekdays,Very Satisfied
909.47,Entire home/apt,4,1,98,2,weekdays,Very Satisfied
264.1,Private room,2,1,98,1,weekdays,Very Satisfied
196.61,Private room,2,1,97,1,weekdays,Very Satisfied
700.44,Entire home/apt,4,1,97,2,weekdays,Very Satisfied
307.22,Private room,2,1,99,1,weekdays,Very Satisfied
528.2,Private room,4,0,93,1,weekdays,Very Satisfied
675.6,Entire home/apt,2,0,94,1,weekdays,Very Satisfied
675.6,Entire home/apt,4,1,98,1,weekdays,Very Satisfied
515.78,Entire home/apt,3,0,97,1,weekdays,Very Satisfied
442.67,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
596.16,Entire home/apt,4,0,98,3,weekdays,Very Satisfied
920.49,Entire home/apt,4,1,99,3,weekdays,Very Satisfied
718.96,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
276.52,Private room,2,1,96,1,weekdays,Very Satisfied
988.21,Entire home/apt,4,0,98,3,weekdays,Very Satisfied
270.43,Private room,2,1,98,1,weekdays,Very Satisfied
798.63,Entire home/apt,4,0,87,2,weekdays,Very Satisfied
479.46,Entire home/apt,3,0,92,1,weekdays,Very Satisfied
934.08,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
639.05,Entire home/apt,4,0,94,2,weekdays,Very Satisfied
1474.94,Private room,5,1,99,2,weekdays,Very Satisfied
1020.08,Entire home/apt,4,1,96,2,weekdays,Very Satisfied
1192.09,Entire home/apt,4,0,98,2,weekdays,Very Satisfied
798.63,Entire home/apt,2,0,99,1,weekdays,Very Satisfied
854.4,Entire home/apt,4,0,98,3,weekdays,Very Satisfied
614.44,Private room,2,0,78,1,weekdays,Satisfied
283.79,Private room,2,0,92,1,weekdays,Very Satisfied
870.11,Entire home/apt,4,0,98,3,weekdays,Very Satisfied
180.21,Private room,2,0,90,1,weekdays,Very Satisfied
242.07,Private room,2,1,97,1,weekdays,Very Satisfied
418.06,Private room,4,0,91,1,weekdays,Very Satisfied
281.44,Private room,2,0,92,1,weekdays,Very Satisfied
215.12,Private room,2,0,93,1,weekdays,Very Satisfied
448.53,Private room,2,0,97,1,weekdays,Very Satisfied
614.44,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
279.1,Private room,2,0,86,1,weekdays,Very Satisfied
663.65,Entire home/apt,2,0,80,1,weekdays,Satisfied
279.1,Private room,2,0,96,1,weekdays,Very Satisfied
1044.69,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
299.72,Private room,2,0,93,1,weekdays,Very Satisfied
405.64,Entire home/apt,2,0,89,1,weekdays,Very Satisfied
985.63,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
1214.12,Entire home/apt,4,0,93,0,weekdays,Very Satisfied
305.81,Private room,4,1,96,1,weekdays,Very Satisfied
937.6,Private room,4,0,92,1,weekdays,Very Satisfied
292.46,Private room,2,1,87,1,weekdays,Very Satisfied
552.81,Entire home/apt,4,1,99,1,weekdays,Very Satisfied
1228.88,Entire home/apt,4,0,80,2,weekdays,Satisfied
251.92,Private room,2,0,86,1,weekdays,Very Satisfied
258.24,Private room,2,0,91,1,weekdays,Very Satisfied
562.89,Private room,4,0,96,1,weekdays,Very Satisfied
462.12,Entire home/apt,2,0,90,0,weekdays,Very Satisfied
458.37,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
184.43,Private room,2,1,98,1,weekdays,Very Satisfied
780.59,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
228.72,Private room,2,0,90,1,weekdays,Very Satisfied
221.45,Private room,2,1,100,1,weekdays,Very Satisfied
385.96,Private room,2,0,93,0,weekdays,Very Satisfied
436.34,Entire home/apt,3,0,90,1,weekdays,Very Satisfied
626.39,Entire home/apt,4,1,97,2,weekdays,Very Satisfied
835.89,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
833.31,Entire home/apt,4,0,97,2,weekdays,Very Satisfied
424.16,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
602.25,Entire home/apt,4,0,97,1,weekdays,Very Satisfied
1425.73,Entire home/apt,4,0,95,2,weekdays,Very Satisfied
737.23,Entire home/apt,4,0,97,3,weekdays,Very Satisfied
397.21,Entire home/apt,3,0,91,1,weekdays,Very Satisfied
290.11,Private room,2,0,91,1,weekdays,Very Satisfied
221.22,Private room,2,1,95,1,weekdays,Very Satisfied
245.82,Private room,2,1,98,1,weekdays,Very Satisfied
196.61,Private room,2,0,87,1,weekdays,Very Satisfied
258.01,Private room,2,1,100,1,weekdays,Very Satisfied
1413.31,Private room,4,0,95,4,weekdays,Very Satisfied
479.46,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
920.49,Entire home/apt,4,1,99,3,weekdays,Very Satisfied
622.88,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
317.06,Private room,2,0,95,1,weekdays,Very Satisfied
344.25,Entire home/apt,3,0,85,0,weekdays,Very Satisfied
409.39,Entire home/apt,4,0,91,2,weekdays,Very Satisfied
282.61,Private room,2,0,98,1,weekdays,Very Satisfied
319.64,Private room,2,0,94,1,weekdays,Very Satisfied
290.11,Private room,2,0,82,1,weekdays,Very Satisfied
381.04,Private room,2,0,91,1,weekdays,Very Satisfied
276.52,Private room,2,1,94,1,weekdays,Very Satisfied
811.05,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
1106.32,Entire home/apt,2,1,99,1,weekdays,Very Satisfied
435.17,Entire home/apt,2,0,93,1,weekdays,Very Satisfied
381.04,Private room,2,1,98,1,weekdays,Very Satisfied
513.67,Entire home/apt,3,0,100,2,weekdays,Very Satisfied
309.8,Private room,2,0,93,1,weekdays,Very Satisfied
516.02,Entire home/apt,4,0,91,2,weekdays,Very Satisfied
614.44,Private room,4,0,92,1,weekdays,Very Satisfied
737.23,Entire home/apt,2,0,80,1,weekdays,Satisfied
685.91,Entire home/apt,4,1,98,2,weekdays,Very Satisfied
823.47,Entire home/apt,5,0,95,2,weekdays,Very Satisfied
307.22,Entire home/apt,2,0,94,1,weekdays,Very Satisfied
1997.28,Entire home/apt,6,0,100,3,weekdays,Very Satisfied
638.81,Entire home/apt,2,0,99,1,weekdays,Very Satisfied
1136.55,Entire home/apt,4,1,97,3,weekdays,Very Satisfied
405.64,Private room,4,0,90,1,weekdays,Very Satisfied
400.49,Private room,2,0,94,0,weekdays,Very Satisfied
307.22,Private room,2,0,99,1,weekdays,Very Satisfied
688.02,Private room,4,0,100,2,weekdays,Very Satisfied
648.89,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
331.83,Entire home/apt,2,0,98,0,weekdays,Very Satisfied
420.41,Entire home/apt,2,1,94,0,weekdays,Very Satisfied
774.26,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
1126.94,Entire home/apt,4,0,90,2,weekdays,Very Satisfied
208.8,Private room,2,0,88,1,weekdays,Very Satisfied
522.34,Private room,4,0,96,2,weekdays,Very Satisfied
448.53,Private room,2,1,95,1,weekdays,Very Satisfied
204.11,Private room,2,0,94,1,weekdays,Very Satisfied
442.67,Private room,2,0,88,1,weekdays,Very Satisfied
325.5,Private room,2,1,95,1,weekdays,Very Satisfied
1351.91,Entire home/apt,4,0,97,2,weekdays,Very Satisfied
583.98,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
614.44,Entire home/apt,4,0,98,3,weekdays,Very Satisfied
279.1,Private room,4,0,93,1,weekdays,Very Satisfied
345.18,Private room,2,0,94,1,weekdays,Very Satisfied
245.82,Private room,4,0,99,0,weekdays,Very Satisfied
522.34,Entire home/apt,3,0,97,2,weekdays,Very Satisfied
303.47,Private room,4,0,80,0,weekdays,Satisfied
798.87,Entire home/apt,5,0,95,3,weekdays,Very Satisfied
654.98,Private room,2,0,96,1,weekdays,Very Satisfied
277.46,Private room,2,1,98,1,weekdays,Very Satisfied
498.91,Private room,4,1,96,2,weekdays,Very Satisfied
491.65,Entire home/apt,4,0,94,2,weekdays,Very Satisfied
442.43,Private room,2,1,96,1,weekdays,Very Satisfied
202.7,Private room,2,1,98,1,weekdays,Very Satisfied
258.01,Shared room,3,1,98,1,weekdays,Very Satisfied
245.82,Private room,2,1,96,1,weekdays,Very Satisfied
669.74,Entire home/apt,4,0,88,2,weekdays,Very Satisfied
453.45,Entire home/apt,2,0,85,1,weekdays,Very Satisfied
706.54,Entire home/apt,4,0,89,3,weekdays,Very Satisfied
1038.36,Entire home/apt,4,0,99,2,weekdays,Very Satisfied
399.55,Private room,2,0,88,0,weekdays,Very Satisfied
407.99,Private room,2,0,82,0,weekdays,Very Satisfied
407.99,Private room,2,0,78,0,weekdays,Satisfied
319.41,Private room,2,0,96,1,weekdays,Very Satisfied
817.14,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
792.77,Entire home/apt,6,0,92,3,weekdays,Very Satisfied
274.18,Private room,2,0,90,1,weekdays,Very Satisfied
774.26,Entire home/apt,2,0,93,1,weekdays,Very Satisfied
221.22,Private room,2,0,100,1,weekdays,Very Satisfied
436.34,Private room,2,0,90,0,weekdays,Very Satisfied
974.62,Entire home/apt,3,0,95,1,weekdays,Very Satisfied
1044.69,Entire home/apt,5,0,96,3,weekdays,Very Satisfied
607.18,Private room,4,1,96,1,weekdays,Very Satisfied
314.48,Private room,2,0,91,1,weekdays,Very Satisfied
390.65,Private room,2,1,86,1,weekdays,Very Satisfied
449.7,Private room,4,1,98,1,weekdays,Very Satisfied
181.85,Private room,2,0,87,1,weekdays,Very Satisfied
410.33,Entire home/apt,2,0,91,1,weekdays,Very Satisfied
771.68,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
415.25,Entire home/apt,4,1,96,2,weekdays,Very Satisfied
577.41,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
531.95,Entire home/apt,2,0,93,1,weekdays,Very Satisfied
552.81,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
1651.86,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
282.85,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
348.0,Private room,4,1,100,2,weekdays,Very Satisfied
485.55,Entire home/apt,3,0,95,2,weekdays,Very Satisfied
436.34,Private room,2,1,98,1,weekdays,Very Satisfied
221.22,Private room,2,0,93,1,weekdays,Very Satisfied
460.95,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
552.81,Entire home/apt,4,0,99,3,weekdays,Very Satisfied
368.85,Entire home/apt,2,0,93,1,weekdays,Very Satisfied
209.03,Private room,2,0,89,0,weekdays,Very Satisfied
568.98,Private room,3,0,92,0,weekdays,Very Satisfied
1044.69,Entire home/apt,4,1,94,2,weekdays,Very Satisfied
489.3,Entire home/apt,2,0,85,1,weekdays,Very Satisfied
239.73,Private room,2,0,91,1,weekdays,Very Satisfied
734.89,Entire home/apt,4,0,89,2,weekdays,Very Satisfied
274.18,Private room,2,1,96,1,weekdays,Very Satisfied
399.55,Private room,2,0,95,1,weekdays,Very Satisfied
337.92,Private room,3,0,86,1,weekdays,Very Satisfied
474.07,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
534.76,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
436.34,Private room,2,0,92,0,weekdays,Very Satisfied
1112.18,Entire home/apt,4,0,97,2,weekdays,Very Satisfied
614.44,Private room,4,0,95,2,weekdays,Very Satisfied
202.7,Private room,2,0,86,1,weekdays,Very Satisfied
430.25,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
243.25,Private room,2,0,92,1,weekdays,Very Satisfied
277.69,Private room,2,1,97,1,weekdays,Very Satisfied
356.43,Private room,2,0,99,1,weekdays,Very Satisfied
555.39,Private room,3,1,96,1,weekdays,Very Satisfied
352.68,Entire home/apt,2,0,96,1,weekdays,Very Satisfied
318.23,Private room,4,0,94,1,weekdays,Very Satisfied
368.62,Entire home/apt,2,1,98,1,weekdays,Very Satisfied
774.26,Private room,4,1,99,1,weekdays,Very Satisfied
1029.93,Entire home/apt,4,1,95,1,weekdays,Very Satisfied
326.67,Entire home/apt,4,0,90,3,weekdays,Very Satisfied
299.72,Private room,2,0,100,1,weekdays,Very Satisfied
688.02,Entire home/apt,4,0,91,2,weekdays,Very Satisfied
399.32,Entire home/apt,3,0,98,1,weekdays,Very Satisfied
362.52,Entire home/apt,2,0,97,2,weekdays,Very Satisfied
350.1,Private room,2,1,93,0,weekdays,Very Satisfied
1038.36,Entire home/apt,2,0,90,1,weekdays,Very Satisfied
432.36,Private room,2,0,90,1,weekdays,Very Satisfied
337.68,Private room,2,0,98,1,weekdays,Very Satisfied
1118.27,Entire home/apt,4,0,95,3,weekdays,Very Satisfied
335.58,Private room,2,0,92,0,weekdays,Very Satisfied
468.21,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
241.84,Private room,2,0,90,1,weekdays,Very Satisfied
1739.04,Entire home/apt,4,1,98,2,weekdays,Very Satisfied
368.62,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
346.59,Private room,2,0,89,0,weekdays,Very Satisfied
417.83,Private room,4,0,96,2,weekdays,Very Satisfied
421.34,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
712.86,Entire home/apt,2,0,94,1,weekdays,Very Satisfied
308.39,Private room,3,1,97,1,weekdays,Very Satisfied
333.23,Private room,2,0,88,0,weekdays,Very Satisfied
356.2,Private room,2,0,100,1,weekdays,Very Satisfied
351.51,Private room,2,0,84,0,weekdays,Very Satisfied
264.34,Private room,2,0,97,1,weekdays,Very Satisfied
344.25,Private room,2,1,98,1,weekdays,Very Satisfied
515.78,Entire home/apt,4,0,93,3,weekdays,Very Satisfied
491.65,Entire home/apt,6,0,90,3,weekdays,Very Satisfied
501.25,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
552.81,Entire home/apt,3,0,100,1,weekdays,Very Satisfied
386.19,Private room,2,0,96,1,weekdays,Very Satisfied
1136.55,Entire home/apt,4,1,95,2,weekdays,Very Satisfied
268.09,Private room,2,1,99,0,weekdays,Very Satisfied
319.41,Private room,2,1,99,1,weekdays,Very Satisfied
1210.37,Entire home/apt,4,0,87,3,weekdays,Very Satisfied
540.62,Entire home/apt,4,0,89,2,weekdays,Very Satisfied
1044.69,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
539.69,Entire home/apt,6,1,93,3,weekdays,Very Satisfied
485.55,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
178.1,Private room,2,1,96,1,weekdays,Very Satisfied
661.31,Private room,4,0,95,2,weekdays,Very Satisfied
1572.89,Private room,4,0,98,4,weekdays,Very Satisfied
329.48,Private room,2,0,97,1,weekdays,Very Satisfied
436.11,Entire home/apt,2,0,95,0,weekdays,Very Satisfied
722.24,Entire home/apt,4,1,96,1,weekdays,Very Satisfied
399.55,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
602.02,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
319.41,Private room,4,1,96,2,weekdays,Very Satisfied
817.14,Entire home/apt,4,0,89,2,weekdays,Very Satisfied
439.86,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
546.72,Entire home/apt,3,0,100,2,weekdays,Very Satisfied
1161.16,Entire home/apt,6,0,87,4,weekdays,Very Satisfied
393.46,Private room,2,0,92,1,weekdays,Very Satisfied
386.19,Private room,2,1,96,1,weekdays,Very Satisfied
540.62,Entire home/apt,2,0,100,1,weekdays,Very Satisfied
614.44,Entire home/apt,4,1,99,2,weekdays,Very Satisfied
196.61,Private room,2,0,84,1,weekdays,Very Satisfied
784.1,Entire home/apt,5,0,95,2,weekdays,Very Satisfied
675.6,Private room,4,0,97,1,weekdays,Very Satisfied
259.41,Private room,3,0,92,1,weekdays,Very Satisfied
467.04,Private room,2,0,100,1,weekdays,Very Satisfied
442.67,Private room,2,0,88,1,weekdays,Very Satisfied
436.11,Private room,2,1,94,1,weekdays,Very Satisfied
473.13,Private room,2,1,99,1,weekdays,Very Satisfied
371.19,Entire home/apt,2,0,74,1,weekdays,Satisfied
298.78,Entire home/apt,2,0,89,1,weekdays,Very Satisfied
143.65,Private room,2,0,81,1,weekdays,Very Satisfied
917.91,Entire home/apt,4,1,96,2,weekdays,Very Satisfied
165.68,Private room,2,1,98,1,weekdays,Very Satisfied
968.29,Entire home/apt,6,0,95,3,weekdays,Very Satisfied
548.12,Entire home/apt,3,0,97,2,weekdays,Very Satisfied
636.7,Entire home/apt,2,1,100,1,weekdays,Very Satisfied
642.56,Entire home/apt,4,0,98,2,weekdays,Very Satisfied
344.25,Private room,2,1,98,1,weekdays,Very Satisfied
373.77,Private room,2,1,98,1,weekdays,Very Satisfied
737.23,Entire home/apt,2,0,92,1,weekdays,Very Satisfied
194.03,Private room,2,0,96,1,weekdays,Very Satisfied
2061.96,Entire home/apt,4,0,98,4,weekdays,Very Satisfied
282.85,Private room,2,0,88,1,weekdays,Very Satisfied
1130.69,Entire home/apt,4,0,96,3,weekdays,Very Satisfied
669.74,Entire home/apt,2,0,95,1,weekdays,Very Satisfied
233.64,Private room,2,1,97,1,weekdays,Very Satisfied
636.7,Entire home/apt,2,0,98,1,weekdays,Very Satisfied
552.81,Entire home/apt,4,0,87,2,weekdays,Very Satisfied
368.85,Private room,2,1,99,1,weekdays,Very Satisfied
855.34,Entire home/apt,6,0,100,1,weekdays,Very Satisfied
675.84,Entire home/apt,4,0,100,1,weekdays,Very Satisfied
243.25,Private room,2,0,89,1,weekdays,Very Satisfied
391.82,Private room,2,0,89,0,weekdays,Very Satisfied
491.65,Entire home/apt,2,0,92,2,weekdays,Very Satisfied
549.53,Private room,3,0,83,0,weekdays,Very Satisfied
422.75,Private room,4,0,90,1,weekdays,Very Satisfied
438.92,Private room,2,0,95,1,weekdays,Very Satisfied
368.85,Entire home/apt,2,0,97,1,weekdays,Very Satisfied
602.02,Entire home/apt,4,0,96,2,weekdays,Very Satisfied
280.04,Private room,2,1,96,1,weekdays,Very Satisfied
447.59,Private room,2,0,93,0,weekdays,Very Satisfied
362.52,Private room,4,1,96,1,weekdays,Very Satisfied
191.69,Private room,2,0,94,1,weekdays,Very Satisfied
626.63,Private room,2,0,100,1,weekdays,Very Satisfied
409.39,Private room,2,0,100,1,weekdays,Very Satisfied
271.6,Private room,2,1,100,1,weekdays,Very Satisfied
345.42,Private room,2,1,98,1,weekdays,Very Satisfied
387.13,Entire home/apt,2,0,95,0,weekdays,Very Satisfied
737.23,Private room,4,1,100,2,weekdays,Very Satisfied
765.59,Entire home/apt,4,0,95,3,weekdays,Very Satisfied
307.22,Private room,2,1,99,1,weekdays,Very Satisfied
1179.67,Entire home/apt,4,1,100,2,weekdays,Very Satisfied
657.32,Private room,4,0,73,2,weekdays,Satisfied
620.77,Private room,4,0,95,2,weekdays,Very Satisfied
618.19,Private room,4,0,93,2,weekdays,Very Satisfied
409.39,Entire home/apt,2,0,94,2,weekdays,Very Satisfied
507.58,Private room,3,1,97,2,weekdays,Very Satisfied
392.05,Entire home/apt,2,0,90,1,weekdays,Very Satisfied
737.23,Entire home/apt,4,0,88,1,weekdays,Very Satisfied
501.25,Private room,2,1,96,0,weekdays,Very Satisfied
700.44,Entire home/apt,4,0,93,2,weekdays,Very Satisfied
399.55,Private room,2,0,88,0,weekdays,Very Satisfied
300.89,Private room,2,0,89,1,weekdays,Very Satisfied
722.71,Entire home/apt,4,0,76,3,weekdays,Satisfied
306.05,Private room,2,0,81,1,weekdays,Very Satisfied
678.41,Entire home/apt,4,1,97,2,weekdays,Very Satisfied
418.06,Entire home/apt,2,0,94,0,weekdays,Very Satisfied
482.98,Entire home/apt,2,1,93,1,weekdays,Very Satisfied
1542.43,Entire home/apt,4,0,100,2,weekdays,Very Satisfied
968.29,Entire home/apt,6,0,97,2,weekdays,Very Satisfied
767.93,Entire home/apt,4,0,90,1,weekdays,Very Satisfied
272.54,Private room,2,1,99,1,weekdays,Very Satisfied
624.28,Entire home/apt,4,0,87,2,weekdays,Very Satisfied
1179.67,Entire home/apt,4,1,97,3,weekdays,Very Satisfied
602.25,Entire home/apt,3,0,96,2,weekdays,Very Satisfied
358.77,Private room,2,1,95,1,weekdays,Very Satisfied
943.69,Entire home/apt,4,0,92,1,weekdays,Very Satisfied
313.31,Private room,4,0,94,1,weekdays,Very Satisfied
452.28,Private room,2,1,99,1,weekdays,Very Satisfied
241.14,Private room,2,0,92,0,weekdays,Very Satisfied
393.46,Private room,2,1,100,1,weekdays,Very Satisfied
526.09,Entire home/apt,3,0,86,3,weekdays,Very Satisfied
704.19,Entire home/apt,4,0,100,3,weekdays,Very Satisfied
712.63,Entire home/apt,4,0,97,2,weekdays,Very Satisfied
553.04,Private room,4,0,100,2,weekdays,Very Satisfied
497.74,Private room,3,1,100,0,weekdays,Very Satisfied
356.43,Entire home/apt,2,0,93,0,weekdays,Very Satisfied
1167.25,Entire home/apt,4,1,98,2,weekdays,Very Satisfied
860.26,Entire home/apt,4,0,95,2,weekdays,Very Satisfied
